to_country,juror,a,b,c,d,e,jury_rank,televoting_rank,from_country
Finland,NA,17,14,17,19,13,20th,4 points 7th,Ukraine
France,NA,23,7,20,14,11,14th,14th,Ukraine
Germany,NA,16,21,10,15,16,18th,12th,Ukraine
Greece,NA,6,6,4,3,5,7 points 4th,24th,Ukraine
Iceland,NA,8,15,16,10,19,13th,8 points 3rd,Ukraine
Italy,NA,21,5,21,12,15,12th,21st,Ukraine
Lithuania,NA,19,17,24,11,20,21st,10 points 2nd,Ukraine
Moldova,NA,7,23,18,23,18,17th,6 points 5th,Ukraine
Netherlands,NA,4,3,6,4,2,8 points 3rd,3 points 8th,Ukraine
Norway,NA,18,11,15,13,14,16th,2 points 9th,Ukraine
Poland,NA,15,12,11,7,10,11th,12 points 1st,Ukraine
Portugal,NA,3,2,5,2,6,10 points 2nd,13th,Ukraine
Romania,NA,13,16,23,21,17,22nd,17th,Ukraine
Serbia,NA,24,22,19,22,23,24th,15th,Ukraine
Spain,NA,22,18,22,24,12,23rd,1 point 10th,Ukraine
Sweden,NA,9,9,13,9,4,4 points 7th,11th,Ukraine
Switzerland,NA,2,4,8,5,8,6 points 5th,22nd,Ukraine
United Kingdom,NA,1,1,2,1,1,12 points 1st,7 points 4th,Ukraine
Armenia,NA,19,23,15,21,15,22nd,20th,United Kingdom
Australia,NA,2,20,6,3,9,6 points 5th,19th,United Kingdom
Azerbaijan,NA,18,9,1,5,4,7 points 4th,22nd,United Kingdom
Belgium,NA,17,17,13,14,22,21st,21st,United Kingdom
Czechia,NA,10,11,10,16,7,12th,18th,United Kingdom
Estonia,NA,12,8,14,6,2,5 points 6th,2 points 9th,United Kingdom
Finland,NA,4,19,19,22,12,14th,11th,United Kingdom
France,NA,23,22,24,23,24,24th,17th,United Kingdom
Germany,NA,15,24,17,19,23,23rd,15th,United Kingdom
Greece,NA,5,5,8,13,8,4 points 7th,13th,United Kingdom
Iceland,NA,9,10,22,24,18,18th,23rd,United Kingdom
Italy,NA,21,16,4,8,16,11th,12th,United Kingdom
Lithuania,NA,13,4,20,18,17,13th,7 points 4th,United Kingdom
Moldova,NA,16,12,23,15,11,19th,8 points 3rd,United Kingdom
Netherlands,NA,22,18,11,20,10,20th,16th,United Kingdom
Norway,NA,7,13,18,12,20,16th,6 points 5th,United Kingdom
Poland,NA,6,14,2,4,3,8 points 3rd,10 points 2nd,United Kingdom
Portugal,NA,8,2,9,10,21,3 points 8th,14th,United Kingdom
Romania,NA,11,15,12,17,13,17th,3 points 8th,United Kingdom
Serbia,NA,24,6,21,2,19,1 point 10th,1 point 10th,United Kingdom
Spain,NA,1,3,7,7,5,10 points 2nd,5 points 6th,United Kingdom
Sweden,NA,3,1,5,1,1,12 points 1st,4 points 7th,United Kingdom
Switzerland,NA,14,21,3,9,6,2 points 9th,24th,United Kingdom
Ukraine,NA,20,7,16,11,14,15th,12 points 1st,United Kingdom
